Scenario,Country,Taxa,Area,Value,pValue
TS,NCL,All,out,NA,NA
TS,NCL,Amphibia,buff10,0,1
TS,NCL,Aves,buff10,-0.269588179043871,0
TS,NCL,Mammalia,buff10,0.366518389589962,0
TS,NCL,Reptilia,buff10,0.375720913843626,0
TS,NGA,All,buff10,-0.06622970868454,0
TS,NGA,All,buff50,-0.048059921789606,0
TS,NGA,All,out,0.013080196390469,0
TS,NGA,Amphibia,buff10,-0.542136970536899,0
TS,NGA,Aves,buff10,0.024406057178946,0
TS,NGA,Mammalia,buff10,-1.35511393510737,0
TS,NGA,Reptilia,buff10,-0.373897143284397,0
TS,NIC,All,buff10,0.038083377502158,0
TS,NIC,All,buff50,0.068034539905042,0
TS,NIC,All,out,0.077211632252338,0
TS,NIC,Amphibia,buff10,0.644422896724073,0
TS,NIC,Aves,buff10,0.064088297903441,0
TS,NIC,Mammalia,buff10,0.074803033478751,0
TS,NIC,Reptilia,buff10,-0.021556432407908,0
TS,NPL,All,buff10,-0.111683597375864,0
TS,NPL,All,buff50,-0.114429754181638,0
TS,NPL,All,out,-0.114439631820918,NA
TS,NPL,Amphibia,buff10,0,1
TS,NPL,Aves,buff10,-0.1361420880208,0
TS,NPL,Mammalia,buff10,1.39099230045246,0
TS,NPL,Reptilia,buff10,0.238023119435065,0
TS,PAK,All,buff10,-0.037155904585641,0
TS,PAK,All,buff50,-0.049293597039847,0
TS,PAK,All,out,-0.052334989265972,0
TS,PAK,Amphibia,buff10,0,1
TS,PAK,Aves,buff10,-0.013006745818798,0
TS,PAK,Mammalia,buff10,-0.553590081476521,0
TS,PAK,Reptilia,buff10,0,1
TS,PAN,All,buff10,0.067059303902761,0
TS,PAN,All,buff50,0.088073193042399,0
TS,PAN,All,out,0.094451863642721,0
TS,PAN,Amphibia,buff10,0.449450846534646,0
TS,PAN,Aves,buff10,0.083862066705818,0
